hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_month_num,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,latitude,longitude
City Hotel,1,10,2022,January,12,20,1,1,3,4,3,0,FB,ESP,Online TA,TA/TO,0,1,2,A,H,3,No Deposit,1,,15,Transient,95.47013310827379,2,1,Canceled,2022-06-02,31.160495962344914,121.49663217243668
City Hotel,0,66,2023,March,7,17,6,3,0,4,3,0,FB,PRT,Groups,Corporate,0,0,0,C,E,1,No Deposit,4,,15,Transient,175.70782358594562,2,0,Check-Out,2023-04-07,31.15489490871532,121.46402437567625
City Hotel,0,235,2023,October,9,45,16,1,5,2,3,1,SC,ESP,Direct,Direct,0,1,4,G,C,1,No Deposit,8,,8,Transient,410.899700717531,2,4,Check-Out,2023-06-25,31.181911408998072,121.56658689314706
Resort Hotel,1,316,2022,November,10,35,7,2,3,1,3,1,FB,FRA,Online TA,TA/TO,0,0,2,F,B,3,No Deposit,2,,1,Group,137.73896182839738,1,4,Canceled,2023-09-20,31.134059113794976,121.58652366267962
City Hotel,0,256,2023,January,2,35,29,0,13,1,1,1,BB,ITA,Offline TA,Direct,1,0,1,H,D,2,Refundable,9,,18,Transient,57.259944809805084,1,3,Check-Out,2022-07-11,31.136025099948455,121.47388098774587
Resort Hotel,0,236,2022,January,12,4,17,4,2,3,2,0,FB,USA,Direct,Direct,0,0,1,C,H,3,No Deposit,17,,18,Transient,483.5859943218517,2,0,Check-Out,2023-09-12,31.24007879661562,121.5953652388059
Resort Hotel,1,364,2022,November,5,36,22,1,9,4,0,0,SC,CHN,Online TA,Corporate,0,1,0,C,F,4,Refundable,5,,2,Transient,459.97381712052817,0,0,Canceled,2023-10-18,31.162143787089533,121.49283418316857
Resort Hotel,0,115,2023,February,8,20,25,0,13,1,3,0,BB,FRA,Groups,Direct,0,0,2,H,G,3,No Deposit,2,,10,Transient,273.0359913552812,1,4,Check-Out,2023-07-18,31.198949067844236,121.46681078528341
Resort Hotel,0,62,2022,November,6,19,28,1,2,2,1,1,SC,ESP,Offline TA,Corporate,0,0,2,D,D,4,No Deposit,7,,15,Transient-Party,392.3187781278604,0,0,Check-Out,2022-02-04,31.274340903572163,121.42039506821864
City Hotel,0,108,2022,May,9,12,17,2,5,3,3,1,HB,PRT,Direct,Direct,0,2,1,H,B,1,Refundable,16,,5,Contract,488.3792322646064,1,3,Check-Out,2023-06-03,31.101936620769337,121.45700255805065
City Hotel,0,273,2022,May,12,41,23,0,7,2,2,0,FB,CHN,Offline TA,Corporate,0,0,0,E,G,4,No Deposit,12,,21,Contract,359.8673086692172,2,0,Check-Out,2022-08-10,31.142612244755156,121.41628671091661
City Hotel,0,110,2023,February,7,41,8,3,5,2,0,0,SC,FRA,Online TA,TA/TO,0,1,3,C,B,4,No Deposit,10,,2,Transient,492.3053281621346,1,4,Check-Out,2022-06-26,31.229366053683766,121.55586184447766
City Hotel,1,364,2022,July,1,18,19,3,5,1,3,1,FB,FRA,Online TA,TA/TO,0,0,4,H,H,2,No Deposit,3,,21,Contract,157.5916483351142,0,3,Canceled,2023-08-26,31.207466548581596,121.59035262290297
Resort Hotel,0,164,2023,March,10,40,6,3,8,4,0,1,FB,FRA,Groups,Direct,0,0,1,B,D,2,Refundable,13,8,24,Contract,448.7576676799009,2,3,Check-Out,2023-10-20,31.110951578030225,121.5078618028065
City Hotel,1,181,2022,March,9,27,30,1,13,1,1,1,BB,PRT,Offline TA,TA/TO,1,0,0,D,E,4,No Deposit,11,,24,Transient,84.34470393547313,1,2,Canceled,2022-04-07,31.28272377481558,121.57279714850678
Resort Hotel,1,92,2022,December,9,29,12,1,1,4,0,1,FB,USA,Corporate,Corporate,0,2,3,B,H,0,Refundable,12,,3,Transient,191.75633270806966,1,2,Canceled,2022-12-02,31.14528912516502,121.4176167960896
Resort Hotel,0,345,2023,January,3,46,4,4,2,3,2,0,BB,GBR,Direct,Corporate,1,0,0,A,E,4,No Deposit,10,,23,Transient,348.44442210809336,0,2,Check-Out,2023-08-23,31.142729090058257,121.59338931105908
City Hotel,0,205,2023,March,8,30,13,1,0,2,3,0,SC,USA,Direct,TA/TO,1,2,4,D,C,3,No Deposit,12,,16,Transient,214.6510391365328,0,3,Check-Out,2023-07-09,31.15436572511824,121.53830674619608
City Hotel,0,46,2022,June,4,6,5,0,1,4,1,0,SC,USA,Offline TA,Direct,0,1,3,E,A,2,No Deposit,14,,2,Contract,280.0199105095768,1,1,Check-Out,2023-03-27,31.174272171080915,121.48943684929034
City Hotel,1,130,2022,April,1,10,4,1,1,3,0,0,FB,ITA,Online TA,Corporate,0,0,3,B,F,1,No Deposit,19,1,15,Transient,77.31737044968284,1,4,Canceled,2023-06-27,31.271890907962586,121.55613790489711
Resort Hotel,0,20,2022,September,3,42,29,3,2,3,2,1,HB,CHN,Online TA,Direct,0,0,4,F,F,1,No Deposit,13,,4,Transient,194.78146523106187,0,3,Check-Out,2023-01-22,31.190297563801533,121.57062661371616
City Hotel,0,80,2022,July,3,48,22,1,14,2,3,1,SC,CHN,Corporate,Direct,1,2,4,G,E,4,No Deposit,12,,14,Transient,403.388149599764,2,3,Check-Out,2023-01-28,31.18565907860954,121.56739408402525
Resort Hotel,1,43,2022,November,9,36,8,3,10,2,1,1,FB,ESP,Groups,Direct,0,0,2,F,A,1,Refundable,2,,12,Transient-Party,365.4193845707432,1,3,Canceled,2022-12-29,31.101581804620665,121.52070979573404
City Hotel,0,145,2022,March,6,13,16,4,10,3,0,1,HB,ITA,Online TA,Direct,0,2,2,F,H,1,No Deposit,1,,2,Transient,301.0199366716001,1,2,Check-Out,2023-10-07,31.25108966927875,121.5686497563774
Resort Hotel,0,289,2022,December,1,40,1,1,14,4,1,0,FB,GBR,Groups,TA/TO,0,2,3,C,G,2,Refundable,10,,11,Contract,483.42809999650024,2,0,Check-Out,2022-11-16,31.13878526099759,121.50494620702065
City Hotel,1,82,2023,June,7,51,8,4,2,1,3,1,BB,ESP,Groups,Direct,1,1,0,G,B,3,Refundable,15,,26,Group,270.39597530488254,0,4,Canceled,2023-08-19,31.149265387890132,121.4735702494771
Resort Hotel,0,47,2022,August,9,43,15,1,13,2,1,1,HB,DEU,Direct,Direct,0,0,2,F,B,2,No Deposit,10,7,15,Transient-Party,153.71999118796123,2,1,Check-Out,2023-03-01,31.123202282176425,121.57460845323325
Resort Hotel,0,230,2022,August,5,40,23,4,10,3,2,1,BB,GBR,Groups,TA/TO,0,2,2,B,A,0,No Deposit,18,1,28,Transient,98.66707689071723,1,1,No-Show,2023-05-13,31.27638215476095,121.5848157433739
Resort Hotel,0,94,2023,May,3,44,1,3,7,2,1,1,BB,ESP,Direct,Corporate,0,2,1,E,F,2,No Deposit,7,5,10,Transient,353.19104557336965,1,0,Check-Out,2022-08-08,31.290423195347316,121.5430893101088
Resort Hotel,0,185,2023,January,12,16,4,1,0,3,3,1,BB,DEU,Offline TA,Direct,0,1,0,C,E,2,Refundable,10,,1,Transient,178.79639446892327,2,3,Check-Out,2023-08-22,31.267523986660507,121.41957489160178
Resort Hotel,1,330,2022,September,12,31,27,4,6,2,1,0,BB,GBR,Online TA,Corporate,1,1,2,H,E,2,No Deposit,2,,13,Transient,230.5015634248712,2,2,Canceled,2023-04-06,31.26743830566574,121.5624397338229
City Hotel,0,55,2023,January,3,51,14,3,2,4,3,0,HB,PRT,Offline TA,Direct,1,1,0,H,A,3,Refundable,11,,4,Transient-Party,395.0375859465582,2,2,Check-Out,2023-10-02,31.155265111939816,121.5572252120945
City Hotel,0,65,2023,January,8,16,29,0,10,2,2,0,BB,ESP,Groups,Corporate,0,1,2,A,A,3,Refundable,18,,0,Contract,324.033775769569,0,2,Check-Out,2023-05-25,31.18860794747965,121.48262082834839
Resort Hotel,1,21,2022,October,9,32,16,2,0,2,2,1,SC,USA,Groups,TA/TO,0,1,0,E,B,1,No Deposit,1,,16,Transient,181.7824733751026,2,1,Canceled,2023-08-05,31.251952554524348,121.42376595538917
City Hotel,0,304,2022,October,2,36,15,1,6,4,0,1,SC,FRA,Direct,Corporate,0,0,1,F,E,1,No Deposit,,,16,Transient,436.22405075929794,0,4,Check-Out,2023-10-12,31.25981471723043,121.5992453993391
City Hotel,0,33,2022,April,7,34,20,2,8,4,1,1,SC,PRT,Corporate,Direct,0,1,3,D,D,4,No Deposit,11,,4,Transient,401.17787264567505,1,3,Check-Out,2022-07-11,31.20172404303812,121.50148957449083
City Hotel,0,88,2022,July,7,35,19,4,6,2,3,0,HB,FRA,Groups,Corporate,0,1,3,H,E,4,No Deposit,10,,2,Transient-Party,89.40084729160594,1,4,Check-Out,2023-10-08,31.157088365041208,121.57547243786564
City Hotel,1,68,2022,March,5,35,26,1,8,1,3,0,FB,DEU,Offline TA,Direct,0,2,2,B,C,4,No Deposit,15,,6,Transient,287.57937544907986,2,4,Canceled,2023-04-25,31.25207907694319,121.44481107298255
City Hotel,0,26,2023,May,9,18,19,4,1,2,3,0,SC,ESP,Online TA,Corporate,0,2,1,A,G,4,No Deposit,19,,6,Transient,388.51635014760456,2,4,Check-Out,2023-07-06,31.176933785766963,121.48139555623153
City Hotel,0,272,2023,August,11,11,18,2,10,1,3,1,FB,ITA,Online TA,Corporate,0,2,1,G,G,1,No Deposit,,,4,Transient,329.66262426640304,0,1,Check-Out,2022-12-01,31.224532360401238,121.46784407915887
City Hotel,0,203,2023,September,12,50,15,0,7,3,1,1,HB,USA,Corporate,TA/TO,0,0,0,H,C,1,No Deposit,18,,22,Transient,229.86296618682024,0,2,No-Show,2022-01-13,31.16352728503123,121.5316705277848
Resort Hotel,0,164,2023,March,11,29,23,3,13,4,3,0,BB,DEU,Groups,Corporate,0,0,2,H,D,0,No Deposit,17,,9,Transient,336.24578197066717,0,1,Check-Out,2022-08-31,31.209190434423512,121.42041134704812
City Hotel,0,303,2023,November,8,47,17,0,8,2,3,1,SC,ITA,Groups,Corporate,0,1,2,A,H,0,Refundable,14,,2,Transient,119.87338302769703,0,4,Check-Out,2023-09-02,31.180054262824875,121.47108615972626
Resort Hotel,1,273,2022,October,9,37,27,4,10,1,2,1,HB,PRT,Corporate,TA/TO,0,2,3,F,D,3,No Deposit,13,,10,Transient,381.61820176037287,0,4,Canceled,2023-02-14,31.243397521826495,121.47673730343872
Resort Hotel,0,207,2022,January,8,9,2,0,5,4,2,1,SC,GBR,Offline TA,Corporate,0,1,1,C,B,3,No Deposit,20,,19,Transient,419.79889447208694,0,1,No-Show,2023-02-16,31.207161505316247,121.57868386191701
City Hotel,0,90,2023,November,1,4,6,4,11,1,3,0,HB,CHN,Online TA,Corporate,1,1,4,E,G,1,No Deposit,12,,12,Transient,239.41109433543133,1,4,Check-Out,2023-07-02,31.293300852546153,121.41535576352659
Resort Hotel,1,150,2023,June,5,11,1,2,7,3,3,0,HB,USA,Offline TA,TA/TO,0,1,1,E,G,3,Refundable,4,5,17,Transient,308.0085270699258,1,3,Canceled,2023-01-10,31.242953572714306,121.5272132456593
Resort Hotel,0,75,2022,May,2,13,9,0,3,1,0,1,FB,ESP,Direct,Corporate,0,0,0,F,F,1,Non Refund,10,,0,Transient-Party,311.4563697129121,0,4,Check-Out,2022-05-14,31.216720545821826,121.55257847597174
Resort Hotel,0,168,2022,March,12,7,10,0,6,3,1,1,BB,CHN,Corporate,TA/TO,0,0,4,H,F,1,No Deposit,5,,18,Transient,426.9042809272464,2,2,Check-Out,2022-01-16,31.156930445755126,121.42383731946524
Resort Hotel,0,69,2023,May,4,26,3,2,5,1,3,0,FB,PRT,Direct,TA/TO,0,1,3,A,B,1,No Deposit,12,,25,Transient,342.5603743567538,0,4,Check-Out,2023-01-13,31.171662689380785,121.57691390089975
City Hotel,1,25,2023,April,7,25,27,4,14,1,3,1,SC,CHN,Groups,Direct,0,2,0,A,E,3,No Deposit,8,,12,Transient,441.54224738016836,0,4,Canceled,2023-06-07,31.16833929928085,121.5630010387441
Resort Hotel,0,109,2023,May,11,33,17,0,1,3,0,1,SC,ITA,Direct,TA/TO,0,2,0,B,G,0,No Deposit,8,,29,Transient,411.07729728291696,1,4,Check-Out,2022-07-22,31.153627633770924,121.59773912855543
City Hotel,0,205,2022,July,8,3,24,3,9,1,3,0,HB,DEU,Corporate,TA/TO,0,1,3,C,F,3,No Deposit,14,,21,Transient,359.1629789472455,2,3,Check-Out,2022-06-02,31.2444531096385,121.51676984247688
Resort Hotel,0,203,2022,December,3,20,15,0,9,2,1,1,HB,PRT,Corporate,Corporate,0,0,1,G,G,1,No Deposit,16,,25,Transient,291.53690292823796,2,3,Check-Out,2022-03-04,31.277965284632256,121.45661823987457
Resort Hotel,0,163,2022,December,4,28,6,2,2,3,2,0,SC,CHN,Groups,TA/TO,0,1,1,B,B,4,Refundable,12,,1,Group,408.00546009258863,2,0,Check-Out,2023-02-04,31.114234989928356,121.41598749393232
City Hotel,1,293,2022,May,4,38,13,2,11,4,2,1,FB,ITA,Corporate,Direct,0,2,0,D,H,1,No Deposit,14,,5,Transient-Party,221.60013505387957,1,4,Canceled,2022-12-20,31.209345197146753,121.48976912018696
City Hotel,0,60,2023,February,6,30,15,2,5,4,1,0,HB,DEU,Direct,TA/TO,0,0,4,B,E,0,No Deposit,6,,0,Transient,384.17142321316175,0,4,Check-Out,2022-03-28,31.260443858219407,121.45900913563204
City Hotel,0,33,2023,September,11,43,30,3,2,2,1,0,HB,USA,Corporate,Corporate,0,1,3,A,F,4,Non Refund,13,,15,Transient,361.36232262870664,1,1,Check-Out,2022-07-16,31.297091466339968,121.5397557163909
Resort Hotel,0,106,2023,October,7,7,27,0,5,3,3,0,HB,DEU,Groups,TA/TO,0,0,3,C,E,1,No Deposit,5,,4,Transient,85.85448163940578,2,1,Check-Out,2022-04-26,31.228583609082825,121.58883266204596
City Hotel,0,65,2023,July,6,16,28,4,0,2,0,0,HB,ESP,Groups,Direct,0,2,1,D,H,0,No Deposit,16,,1,Transient,427.2264960202285,1,4,Check-Out,2022-01-24,31.228203994671414,121.53742670187785
Resort Hotel,0,229,2022,January,5,49,28,4,7,2,0,0,HB,CHN,Direct,Direct,0,2,0,D,A,1,No Deposit,16,,23,Transient,175.5818094324808,0,4,Check-Out,2022-03-21,31.229629148990433,121.43685183547858
Resort Hotel,0,87,2023,February,12,30,11,2,12,3,3,0,HB,CHN,Direct,Corporate,0,0,3,H,H,3,No Deposit,20,,19,Transient-Party,210.78787246121587,1,4,Check-Out,2023-08-12,31.23767706031237,121.58650587276506
City Hotel,0,71,2023,February,11,17,11,0,9,4,3,1,HB,FRA,Online TA,Direct,0,1,4,G,C,2,No Deposit,19,,23,Contract,357.6492805149548,0,2,No-Show,2022-02-19,31.218528790619597,121.48092997046595
Resort Hotel,1,311,2023,April,1,34,20,4,1,3,0,0,FB,PRT,Corporate,TA/TO,0,1,2,E,E,3,No Deposit,17,,22,Contract,498.57826600083746,2,3,Canceled,2022-07-31,31.16782424528783,121.42322494990648
City Hotel,0,174,2022,March,9,9,7,1,8,1,3,0,HB,CHN,Offline TA,Direct,0,1,0,A,F,3,No Deposit,,,19,Transient,264.9866547506798,0,2,Check-Out,2022-12-22,31.10980950836573,121.47732431705624
Resort Hotel,0,185,2022,August,8,46,16,2,2,4,2,1,SC,DEU,Direct,TA/TO,0,0,1,H,H,3,No Deposit,18,,26,Transient,485.427570818559,0,2,Check-Out,2022-04-17,31.12957860861555,121.48354563135058
Resort Hotel,0,201,2023,January,7,50,26,3,4,2,0,0,BB,PRT,Online TA,Corporate,0,2,2,H,D,3,No Deposit,15,,20,Transient,346.33680340145435,1,2,Check-Out,2022-05-24,31.211941755635,121.57457145824796
Resort Hotel,0,309,2022,August,8,1,12,2,7,4,3,0,FB,FRA,Direct,Direct,0,0,4,G,B,3,No Deposit,16,,0,Group,134.26535802557547,0,0,Check-Out,2022-04-08,31.216210263045298,121.51964944570989
Resort Hotel,0,200,2022,April,10,36,11,4,10,3,0,0,SC,ITA,Groups,TA/TO,0,2,4,B,B,2,No Deposit,7,3,27,Group,275.9650228393634,0,0,Check-Out,2022-10-10,31.14392991942252,121.41896766491585
City Hotel,0,232,2023,January,1,4,27,2,1,4,3,0,FB,CHN,Groups,Direct,0,0,1,F,C,3,No Deposit,5,,1,Transient-Party,421.1734614052889,2,0,Check-Out,2022-08-29,31.216455684845076,121.5471477208841
Resort Hotel,1,236,2023,December,8,28,7,2,14,2,0,0,HB,CHN,Offline TA,Corporate,0,2,4,C,H,2,No Deposit,2,,20,Transient,115.96549319566431,1,0,Canceled,2022-11-02,31.103604558002278,121.44815044376755
City Hotel,0,343,2022,April,10,9,4,4,14,3,3,0,HB,DEU,Offline TA,Direct,0,0,4,F,B,4,No Deposit,19,,19,Transient-Party,159.53436243171024,1,4,Check-Out,2023-08-25,31.168540886258157,121.43321360760507
City Hotel,0,18,2023,March,2,19,1,0,0,4,1,0,SC,ITA,Corporate,TA/TO,0,0,0,C,B,3,Refundable,3,,18,Contract,81.81139439425168,0,1,Check-Out,2023-03-25,31.230182478682046,121.59608646703147
Resort Hotel,0,105,2023,April,11,31,26,2,8,1,2,1,BB,GBR,Groups,Corporate,0,2,0,C,F,0,Refundable,17,,6,Transient,254.26237160598546,0,2,Check-Out,2022-09-15,31.23258533218722,121.44365118113114
City Hotel,0,132,2023,August,3,9,14,1,1,1,2,1,FB,FRA,Offline TA,Corporate,0,2,0,A,C,2,Refundable,6,,21,Transient,257.08800929260605,2,4,Check-Out,2022-12-23,31.287749528384353,121.42057059270336
Resort Hotel,0,124,2023,October,11,41,24,0,3,3,1,0,FB,FRA,Online TA,Corporate,0,0,4,H,A,4,No Deposit,9,,23,Contract,158.15070092565855,0,1,Check-Out,2023-10-08,31.259176426519485,121.42388479189283
Resort Hotel,0,126,2023,October,10,46,15,1,13,1,3,0,HB,FRA,Offline TA,Corporate,0,1,4,F,F,4,No Deposit,14,,15,Transient-Party,284.1639507276793,1,0,Check-Out,2022-03-07,31.123688060834418,121.47896501763388
Resort Hotel,1,8,2022,October,8,52,27,4,13,1,0,0,SC,ITA,Direct,Direct,0,0,2,B,F,0,No Deposit,12,,7,Contract,372.678550793744,0,2,Canceled,2022-03-28,31.23741737089892,121.45943963982516
City Hotel,0,118,2023,December,5,23,5,2,4,2,0,1,SC,USA,Direct,Direct,0,2,2,A,H,0,Refundable,11,,3,Transient-Party,490.3006351617651,2,2,Check-Out,2023-02-03,31.205903415872722,121.5640142730304
Resort Hotel,1,38,2022,November,6,31,6,2,7,1,3,0,SC,GBR,Groups,Direct,0,1,1,D,D,3,Refundable,16,,19,Transient-Party,238.14662496510834,2,1,Canceled,2022-04-03,31.171069924338454,121.58280341107036
Resort Hotel,0,282,2022,September,5,23,27,1,11,4,2,1,FB,GBR,Direct,TA/TO,0,1,4,F,B,3,No Deposit,2,,13,Transient,122.68407206493627,2,1,Check-Out,2023-01-29,31.18885185735192,121.44934453124252
Resort Hotel,1,235,2023,February,6,23,23,4,12,3,1,0,BB,DEU,Offline TA,Direct,0,0,1,A,E,1,No Deposit,20,,28,Transient-Party,237.01137863194967,1,1,Canceled,2022-11-10,31.26190880192781,121.4063872018953
Resort Hotel,0,70,2022,October,5,13,4,1,3,1,3,1,BB,CHN,Offline TA,Corporate,0,2,1,H,A,1,Refundable,18,,29,Transient,492.5420918943344,1,4,Check-Out,2022-10-29,31.127777865142754,121.56744133677859
Resort Hotel,0,13,2023,January,12,47,23,1,12,1,3,1,SC,USA,Direct,Corporate,0,2,2,H,D,1,Non Refund,4,,27,Transient,182.79571977988832,0,4,Check-Out,2022-12-04,31.176788941728493,121.5548167788412
Resort Hotel,0,174,2023,November,11,20,9,1,8,3,1,1,BB,DEU,Online TA,TA/TO,0,1,0,F,B,4,Refundable,10,,11,Transient,407.55685747110005,0,0,Check-Out,2023-09-26,31.13397729488303,121.58589929805353
Resort Hotel,1,216,2023,July,10,46,18,3,12,3,2,0,HB,GBR,Offline TA,Corporate,0,2,1,D,H,0,No Deposit,12,,2,Contract,118.2005357629461,0,3,Canceled,2022-03-11,31.244738005232215,121.45766793135387
Resort Hotel,1,255,2022,January,10,16,18,2,8,4,3,0,HB,CHN,Direct,Corporate,0,0,4,B,H,3,No Deposit,3,,24,Contract,153.8757076738853,2,4,Canceled,2023-04-21,31.168913700702465,121.54876133760405
Resort Hotel,0,138,2022,June,7,42,5,1,5,2,1,1,BB,PRT,Offline TA,TA/TO,1,1,3,H,C,1,No Deposit,20,,26,Transient,138.12430063775292,1,4,Check-Out,2023-07-11,31.120754313399303,121.50593467092628
Resort Hotel,0,144,2023,July,3,16,7,3,14,4,1,1,SC,DEU,Groups,Corporate,0,1,3,H,A,0,No Deposit,13,,22,Transient,189.94370077348427,2,0,Check-Out,2023-08-13,31.24779228993881,121.48562585329223
City Hotel,0,271,2023,September,3,46,2,1,1,4,3,1,FB,CHN,Direct,TA/TO,0,1,3,C,F,3,No Deposit,9,,10,Transient,352.46971748679135,0,4,Check-Out,2023-03-20,31.22773622874641,121.44288821454383
City Hotel,0,139,2023,March,7,18,26,3,14,2,0,0,BB,FRA,Direct,TA/TO,0,2,2,E,D,0,Refundable,4,,0,Transient,97.10109711791922,2,4,Check-Out,2022-06-21,31.170195381111135,121.52529502339434
City Hotel,1,202,2022,January,10,6,2,1,9,1,3,0,BB,ITA,Corporate,Corporate,0,0,4,B,B,1,No Deposit,2,,13,Transient-Party,273.2156119971122,2,4,Canceled,2022-10-22,31.118876075664975,121.44438224863192
City Hotel,0,139,2023,March,4,19,2,1,5,1,1,1,BB,GBR,Offline TA,Direct,0,2,1,F,D,0,No Deposit,4,4,9,Group,257.4906344041228,1,1,Check-Out,2023-06-09,31.207940152074528,121.43650485064913
Resort Hotel,1,330,2023,January,10,1,11,2,8,4,3,0,BB,GBR,Direct,Corporate,0,0,1,D,C,3,No Deposit,10,5,25,Contract,301.2558065499685,0,3,Canceled,2023-05-07,31.151172268060368,121.44522343818426
Resort Hotel,1,227,2022,September,8,51,1,2,7,2,2,0,FB,ITA,Groups,Corporate,0,1,4,B,B,2,No Deposit,20,,19,Contract,221.52674127284965,2,4,Canceled,2022-07-15,31.161911160017446,121.44680329859166
Resort Hotel,1,346,2023,December,11,41,15,0,4,4,1,1,HB,PRT,Online TA,Direct,0,2,0,F,H,2,No Deposit,17,,22,Transient,467.8670782507822,0,4,Canceled,2023-06-14,31.141555143782607,121.48856848712153
City Hotel,0,137,2022,April,1,39,19,3,6,3,2,1,FB,FRA,Groups,Direct,0,2,0,A,A,0,No Deposit,7,,4,Transient-Party,153.59542876974166,2,3,No-Show,2022-09-18,31.142335111023502,121.46458481105613
City Hotel,0,340,2023,March,2,12,21,2,12,2,2,0,SC,ITA,Online TA,TA/TO,0,2,0,F,F,0,No Deposit,7,5,28,Transient,456.4581016058056,0,0,Check-Out,2022-02-07,31.144140598917563,121.5956590508453
Resort Hotel,0,151,2022,January,5,50,19,1,1,4,2,1,HB,FRA,Groups,TA/TO,1,0,4,G,F,0,Refundable,2,,7,Transient,458.5396808829881,1,0,Check-Out,2022-08-19,31.14692103267215,121.57256896762898
Resort Hotel,0,95,2022,June,8,33,14,2,11,4,3,1,FB,FRA,Corporate,Corporate,0,0,1,D,D,3,No Deposit,20,,8,Transient-Party,499.40828481996266,0,3,Check-Out,2023-06-11,31.176685806491754,121.40085709713313
Resort Hotel,0,11,2022,July,4,25,16,0,1,2,3,0,FB,GBR,Direct,Direct,0,0,2,H,E,2,No Deposit,11,,0,Group,76.57430916533806,2,1,Check-Out,2022-12-19,31.168866018896285,121.59639468616096
Resort Hotel,1,6,2023,September,8,23,7,3,7,4,0,0,FB,GBR,Groups,TA/TO,0,2,2,B,H,0,No Deposit,17,,12,Contract,300.4454545915848,2,0,Canceled,2022-06-09,31.289821981077708,121.40427528125547
Resort Hotel,0,108,2022,May,10,11,17,2,4,4,2,1,SC,USA,Offline TA,TA/TO,0,1,1,D,D,3,No Deposit,14,,21,Transient,447.83463491293065,1,3,Check-Out,2022-01-27,31.17964104752856,121.45608534635399
City Hotel,0,258,2023,July,3,20,18,0,13,4,0,0,HB,USA,Corporate,Corporate,0,2,3,F,B,1,No Deposit,1,,6,Group,264.9302661696554,1,2,Check-Out,2022-07-25,31.196326123759086,121.55946338923158
Resort Hotel,1,238,2022,December,12,40,19,4,0,2,0,1,HB,USA,Offline TA,Direct,0,2,1,G,D,2,No Deposit,13,,0,Transient,208.34662787259674,2,3,Canceled,2023-07-27,31.26839715959174,121.56381174334705
Resort Hotel,0,7,2023,October,2,32,30,4,5,4,1,1,SC,PRT,Groups,Direct,0,2,0,C,E,2,No Deposit,11,,10,Transient,478.6956983665458,0,3,Check-Out,2023-08-08,31.118279584270386,121.43663145220484
City Hotel,0,154,2022,December,8,11,20,4,1,3,3,1,SC,ESP,Offline TA,Direct,0,0,0,B,G,3,No Deposit,5,4,28,Transient,204.0087773359483,1,1,Check-Out,2022-11-12,31.110086734278752,121.47347517719423
City Hotel,1,183,2022,July,6,38,25,2,3,4,0,0,SC,FRA,Groups,Corporate,0,0,0,G,H,1,No Deposit,17,,20,Transient-Party,169.8219538910745,0,0,Canceled,2022-08-08,31.192752387963306,121.48430893563732
Resort Hotel,0,38,2022,June,10,46,18,4,10,1,2,1,SC,ITA,Online TA,TA/TO,0,2,0,D,H,2,No Deposit,1,,25,Transient-Party,479.12457147649354,1,3,Check-Out,2022-09-04,31.228631319711095,121.40029145339767
Resort Hotel,0,177,2022,July,11,37,5,0,10,2,3,1,BB,FRA,Direct,Direct,0,0,0,B,A,4,No Deposit,15,,17,Transient,178.87406967330838,0,3,Check-Out,2023-06-25,31.15195315930836,121.46249468384245
City Hotel,1,14,2023,June,12,37,28,2,11,3,1,1,BB,FRA,Online TA,TA/TO,0,1,4,C,D,0,No Deposit,13,,6,Transient,226.39882522723116,2,0,Canceled,2022-03-09,31.119007501740885,121.4269965518387
Resort Hotel,0,53,2022,December,1,48,2,0,12,1,3,0,FB,FRA,Direct,Corporate,0,1,4,G,C,0,No Deposit,12,10,29,Transient,387.8450698302096,1,0,Check-Out,2022-09-14,31.18953269209853,121.45689232076715
City Hotel,0,208,2023,April,7,38,29,0,12,3,0,1,HB,ESP,Offline TA,Direct,0,1,1,D,A,2,No Deposit,5,,2,Transient-Party,411.9247464093658,1,4,Check-Out,2023-05-07,31.23705297926326,121.50284708780924
City Hotel,1,349,2023,March,11,22,5,0,0,4,0,0,FB,GBR,Corporate,TA/TO,0,0,1,A,F,4,No Deposit,10,,19,Transient,137.95278724640502,0,4,Canceled,2023-08-03,31.25111018783193,121.40218029197706
City Hotel,1,267,2022,December,7,31,12,1,14,1,1,1,HB,PRT,Groups,TA/TO,0,1,0,A,E,0,No Deposit,11,,25,Transient,267.5718167880569,1,1,Canceled,2023-06-12,31.100539194777554,121.56309891368862
Resort Hotel,1,341,2022,October,5,28,3,3,11,4,2,1,BB,GBR,Direct,Corporate,0,2,2,G,A,3,No Deposit,3,,7,Transient,376.39757394859936,0,2,Canceled,2022-11-08,31.271738372665034,121.58304524369525
City Hotel,0,300,2022,September,9,16,10,3,5,3,3,1,BB,ITA,Online TA,Direct,0,0,0,B,H,3,No Deposit,1,,17,Transient,386.470604359957,0,4,Check-Out,2022-07-01,31.180715705934382,121.58721905042943
