hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_month_num,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,latitude,longitude,arrival_date,arrival_dayofweek,arrival_quarter,arrival_is_weekend,total_nights,weekend_ratio,total_guests,has_children,lead_time_group,avg_price_month_hotel,price_ratio,customer_Contract,customer_Group,customer_Transient,customer_Transient-Party,market_Corporate,market_Direct,market_Groups,market_Offline TA,market_Online TA,is_returning_customer,season,season_autumn,season_spring,season_summer,season_winter,is_peak_season,total_price
City Hotel,0,90,2022,November,11,16,4,1,0,1,3,1,HB,CHN,Online TA,Direct,0,0,2,C,F,2,Refundable,10.0,5.0,16,Contract,296.0723698009116,0,2,Check-Out,2022-07-04,31.29199732024871,121.4330567476244,2022-11-04,4,4,0,1,1.0,5,1,one_month,259.72367910568494,1.1399513930358114,True,False,False,False,False,False,False,False,True,0,autumn,True,False,False,False,0,296.0723698009116
Resort Hotel,0,52,2023,March,3,32,29,2,7,2,1,0,SC,CHN,Groups,Corporate,1,1,0,B,D,2,No Deposit,8.0,5.0,15,Transient,353.7567095736125,0,4,Check-Out,2023-11-02,31.22638075565029,121.5397599160623,2023-03-29,2,1,0,9,0.2222222222222222,3,1,one_month,295.855907985199,1.1957060853802863,False,False,True,False,False,False,True,False,False,1,spring,False,True,False,False,0,3183.8103861625127
Resort Hotel,0,187,2022,December,12,52,10,1,10,1,0,1,BB,CHN,Direct,Direct,0,2,0,D,G,4,No Deposit,15.0,5.0,15,Transient,249.2730066159576,0,3,Check-Out,2023-03-09,31.156637963748327,121.58465026725698,2022-12-10,5,4,1,11,0.09090909090909091,2,1,six_months,281.1258555305912,0.8866954131468442,False,False,True,False,False,True,False,False,False,0,winter,False,False,False,True,1,2742.0030727755334
City Hotel,0,234,2023,October,10,9,26,0,8,3,3,1,SC,CHN,Direct,Direct,0,1,1,H,G,2,No Deposit,7.0,5.0,13,Transient,400.927826007189,0,2,Check-Out,2023-11-11,31.14123603410345,121.40930950802982,2023-10-26,3,4,0,8,0.0,7,1,six_months,289.2942120238467,1.3858826390005352,False,False,True,False,False,True,False,False,False,0,autumn,True,False,False,False,0,3207.422608057512
Resort Hotel,1,285,2023,April,4,51,14,0,13,4,1,1,FB,USA,Groups,Corporate,0,0,2,E,H,2,No Deposit,12.0,5.0,1,Transient,307.58482214920883,2,2,Canceled,2022-01-09,31.25244263183016,121.49657215942447,2023-04-14,4,2,0,13,0.0,6,1,six_months,277.36235236957344,1.1089638500735142,False,False,True,False,False,False,True,False,False,0,spring,False,True,False,False,0,3998.602687939715
City Hotel,0,170,2022,June,6,16,23,3,8,4,2,0,SC,ITA,Offline TA,TA/TO,0,0,4,A,F,3,Non Refund,11.0,5.0,14,Transient-Party,109.30997703854378,1,4,Check-Out,2023-05-12,31.10631589397313,121.50684855131676,2022-06-23,3,2,0,11,0.2727272727272727,6,1,three_months,278.5631512174122,0.3924064491689708,False,False,False,True,False,False,False,True,False,0,summer,False,False,True,False,1,1202.4097474239816
Resort Hotel,0,103,2022,May,5,25,12,3,7,3,0,1,FB,PRT,Groups,TA/TO,0,2,1,A,A,0,No Deposit,12.0,5.0,6,Transient,239.32422349573287,1,4,Check-Out,2023-09-05,31.28475253190916,121.51502860676894,2022-05-12,3,2,0,10,0.3,4,1,three_months,271.9629902531011,0.8799882045457982,False,False,True,False,False,False,True,False,False,0,spring,False,True,False,False,0,2393.2422349573285
Resort Hotel,0,281,2022,March,3,41,18,0,4,3,2,1,SC,CHN,Groups,Corporate,0,1,4,D,F,1,No Deposit,11.0,5.0,9,Transient,481.0196779364737,1,4,Check-Out,2023-08-18,31.2505842263575,121.53792061007614,2022-03-18,4,1,0,4,0.0,6,1,six_months,295.855907985199,1.6258579428487805,False,False,True,False,False,False,True,False,False,0,spring,False,True,False,False,0,1924.078711745895
Resort Hotel,1,320,2023,September,9,21,3,0,7,1,1,1,SC,USA,Offline TA,Direct,0,0,2,A,E,4,No Deposit,5.0,5.0,29,Group,474.31929380288335,1,0,Canceled,2023-06-30,31.13116016512033,121.51614192685454,2023-09-03,6,3,1,7,0.0,3,1,six_months,274.8028019539465,1.7260351438569876,False,True,False,False,False,False,False,True,False,0,autumn,True,False,False,False,0,3320.2350566201835
Resort Hotel,1,170,2023,August,8,11,18,1,14,2,3,1,BB,ESP,Online TA,Corporate,0,2,1,H,F,2,No Deposit,7.0,6.0,10,Transient,494.196330905573,1,1,Canceled,2022-05-12,31.181868304474733,121.54345821162212,2023-08-18,4,3,0,15,0.06666666666666667,6,1,three_months,274.1590766754122,1.8025897114129532,False,False,True,False,False,False,False,False,True,0,summer,False,False,True,False,1,7412.944963583595
Resort Hotel,1,191,2023,June,6,25,17,0,9,3,0,0,FB,FRA,Corporate,Direct,0,1,3,E,D,2,Non Refund,3.0,5.0,24,Transient,159.17957906363702,1,3,Canceled,2022-10-11,31.23468922381556,121.54217435470484,2023-06-17,5,2,1,9,0.0,3,0,six_months,268.8770278595702,0.5920162846592225,False,False,True,False,True,False,False,False,False,0,summer,False,False,True,False,1,1432.6162115727332
City Hotel,0,263,2022,May,5,9,22,2,0,4,0,1,HB,ITA,Offline TA,Direct,0,1,1,E,C,3,No Deposit,11.0,5.0,5,Group,448.8269590648192,0,1,Check-Out,2023-02-13,31.13623109304616,121.45323002390565,2022-05-22,6,2,1,2,1.0,5,1,six_months,280.51644474451695,1.600002308148432,False,True,False,False,False,False,False,True,False,0,spring,False,True,False,False,0,897.6539181296384
Resort Hotel,0,351,2023,November,11,2,14,1,9,1,3,1,SC,CHN,Groups,TA/TO,0,1,4,A,E,3,Refundable,17.0,5.0,29,Contract,220.96094532891195,0,2,Check-Out,2022-02-13,31.27148537989851,121.51663966790969,2023-11-14,1,4,0,10,0.1,5,1,six_months,291.7169324824849,0.7574498451240186,True,False,False,False,False,False,True,False,False,0,autumn,True,False,False,False,0,2209.6094532891193
Resort Hotel,0,181,2023,November,11,35,21,4,11,3,1,0,HB,CHN,Groups,TA/TO,0,2,2,H,F,4,No Deposit,8.0,5.0,28,Transient,288.07689275033124,1,3,Check-Out,2022-07-19,31.21996416026841,121.56785081993024,2023-11-21,1,4,0,15,0.26666666666666666,4,1,six_months,291.7169324824849,0.9875220142307913,False,False,True,False,False,False,True,False,False,0,autumn,True,False,False,False,0,4321.1533912549685
City Hotel,1,103,2022,November,11,16,19,3,5,4,0,1,FB,PRT,Online TA,Direct,0,0,0,H,F,4,No Deposit,20.0,5.0,20,Transient-Party,201.514951367652,1,3,Canceled,2023-04-07,31.28445879605125,121.59574474342084,2022-11-19,5,4,1,8,0.375,5,1,three_months,259.72367910568494,0.7758820915425773,False,False,False,True,False,False,False,False,True,0,autumn,True,False,False,False,0,1612.119610941216
City Hotel,0,166,2023,January,1,36,13,2,2,4,2,0,HB,ESP,Direct,Direct,0,0,2,D,A,0,No Deposit,14.0,5.0,15,Transient,151.15638664758572,1,2,Check-Out,2022-01-23,31.23079624218256,121.5661459188925,2023-01-13,4,1,0,4,0.5,6,1,three_months,269.8322521451995,0.5601865064160192,False,False,True,False,False,True,False,False,False,0,winter,False,False,False,True,1,604.6255465903429
City Hotel,1,63,2022,April,4,38,6,4,6,3,1,1,FB,USA,Online TA,TA/TO,0,2,3,E,E,0,No Deposit,20.0,10.0,14,Transient,124.77938549402118,2,1,Canceled,2022-04-25,31.29401460943257,121.43871770102356,2022-04-06,2,2,0,10,0.4,5,1,one_month,276.53648823434116,0.45122213813708834,False,False,True,False,False,False,False,False,True,0,spring,False,True,False,False,0,1247.7938549402118
City Hotel,0,254,2023,December,12,4,3,0,0,1,1,0,FB,ITA,Direct,Corporate,0,0,3,G,F,3,No Deposit,6.0,5.0,2,Group,321.86279514743654,1,0,Check-Out,2022-03-29,31.142172596000407,121.50666467473292,2023-12-03,6,4,1,0,0.0,2,1,six_months,300.80748627597126,1.069995960313795,False,True,False,False,False,True,False,False,False,0,winter,False,False,False,True,1,0.0
City Hotel,0,151,2022,November,11,2,17,0,3,4,3,1,SC,GBR,Groups,TA/TO,0,2,2,F,A,2,Non Refund,7.0,5.0,4,Transient,344.47494768998865,2,2,Check-Out,2023-05-05,31.196066331919024,121.43730604255752,2022-11-17,3,4,0,3,0.0,8,1,three_months,259.72367910568494,1.326313214398204,False,False,True,False,False,False,True,False,False,0,autumn,True,False,False,False,0,1033.4248430699658
City Hotel,1,31,2023,October,10,47,10,2,10,3,3,1,HB,FRA,Direct,TA/TO,0,0,4,F,B,0,No Deposit,17.0,5.0,23,Transient,196.1112726060675,2,0,Canceled,2022-09-23,31.27545239302032,121.53710421670053,2023-10-10,1,4,0,12,0.16666666666666666,7,1,one_month,289.2942120238467,0.6778955971296858,False,False,True,False,False,True,False,False,False,0,autumn,True,False,False,False,0,2353.33527127281
City Hotel,1,299,2023,December,12,52,2,3,6,3,3,1,BB,ITA,Offline TA,Direct,0,0,3,A,E,1,No Deposit,10.0,5.0,2,Transient,247.8760601276245,2,4,Canceled,2023-04-16,31.19015006808417,121.56093273453148,2023-12-02,5,4,1,9,0.3333333333333333,7,1,six_months,300.80748627597126,0.8240355424539347,False,False,True,False,False,False,False,True,False,0,winter,False,False,False,True,1,2230.8845411486204
City Hotel,1,126,2023,January,1,51,23,2,13,2,2,0,FB,PRT,Groups,Direct,0,1,0,G,F,0,No Deposit,1.0,5.0,22,Transient,177.1297713869979,0,3,Canceled,2023-02-11,31.28496625606125,121.48392955072208,2023-01-23,0,1,0,15,0.13333333333333333,4,1,three_months,269.8322521451995,0.6564440313520511,False,False,True,False,False,False,True,False,False,0,winter,False,False,False,True,1,2656.9465708049684
City Hotel,0,271,2023,February,2,7,2,3,8,4,1,0,FB,GBR,Online TA,TA/TO,1,0,3,E,H,1,No Deposit,6.0,5.0,17,Transient,169.39617738275325,2,2,Check-Out,2022-07-24,31.282055911899462,121.45338657201994,2023-02-02,3,1,0,11,0.2727272727272727,5,1,six_months,292.99685199897476,0.5781501617749326,False,False,True,False,False,False,False,False,True,1,winter,False,False,False,True,1,1863.3579512102858
Resort Hotel,0,64,2023,September,9,18,11,0,11,1,1,0,HB,FRA,Offline TA,Corporate,0,0,1,F,C,3,No Deposit,16.0,5.0,8,Transient-Party,304.2386684109473,2,3,Check-Out,2022-06-05,31.102883777441797,121.59575987692656,2023-09-11,0,3,0,11,0.0,2,1,one_month,274.8028019539465,1.1071163257714303,False,False,False,True,False,False,False,True,False,0,autumn,True,False,False,False,0,3346.62535252042
City Hotel,0,319,2022,August,8,31,6,1,8,1,3,1,BB,DEU,Groups,Corporate,0,0,1,C,G,0,No Deposit,15.0,5.0,1,Transient-Party,451.6486424962424,0,2,No-Show,2023-11-04,31.232622177233825,121.56208827211526,2022-08-06,5,3,1,9,0.1111111111111111,5,1,six_months,272.03898069668134,1.660235019773959,False,False,False,True,False,False,True,False,False,0,summer,False,False,True,False,1,4064.8377824661816
City Hotel,0,136,2022,May,5,52,11,0,3,4,1,0,BB,ESP,Direct,Direct,0,2,3,B,A,1,No Deposit,5.0,5.0,8,Transient,63.41032257395082,2,4,Check-Out,2022-10-25,31.296981459125103,121.58645247096447,2022-05-11,2,2,0,3,0.0,5,1,three_months,280.51644474451695,0.22604850361518872,False,False,True,False,False,True,False,False,False,0,spring,False,True,False,False,0,190.23096772185247
Resort Hotel,1,123,2023,February,2,31,13,2,13,3,1,0,FB,ITA,Corporate,Corporate,0,0,2,G,B,4,No Deposit,19.0,8.0,13,Transient,411.812602258979,2,2,Canceled,2022-05-18,31.230691594021405,121.40704307630668,2023-02-13,0,1,0,15,0.13333333333333333,4,1,three_months,288.53454791817074,1.4272557835111317,False,False,True,False,True,False,False,False,False,0,winter,False,False,False,True,1,6177.189033884685
City Hotel,0,128,2023,September,9,26,12,0,4,3,2,1,SC,CHN,Groups,Corporate,0,0,4,D,F,4,Refundable,5.0,2.0,4,Transient,58.27111399772264,2,4,No-Show,2022-11-16,31.21566667708084,121.4197443585395,2023-09-12,1,3,0,4,0.0,6,1,three_months,273.82474692349155,0.21280441104179665,False,False,True,False,False,False,True,False,False,0,autumn,True,False,False,False,0,233.08445599089055
City Hotel,0,358,2022,February,2,16,17,0,4,3,0,1,FB,ESP,Offline TA,TA/TO,0,1,4,F,G,3,No Deposit,4.0,5.0,23,Transient,99.76808040267112,1,1,Check-Out,2023-11-22,31.185703615448897,121.44784499383864,2022-02-17,3,1,0,4,0.0,4,1,six_months,292.99685199897476,0.34050905230551837,False,False,True,False,False,False,False,True,False,0,winter,False,False,False,True,1,399.07232161068447
Resort Hotel,0,232,2023,September,9,33,13,1,6,3,1,0,BB,ITA,Corporate,Corporate,0,0,4,D,C,2,No Deposit,13.0,5.0,9,Transient,140.308221067518,1,0,Check-Out,2022-02-15,31.11782644120121,121.48085055782803,2023-09-13,2,3,0,7,0.14285714285714285,4,1,six_months,274.8028019539465,0.5105778400725036,False,False,True,False,True,False,False,False,False,0,autumn,True,False,False,False,0,982.157547472626
Resort Hotel,0,256,2023,April,4,41,27,0,0,4,1,0,HB,ESP,Online TA,Direct,0,2,1,A,A,1,No Deposit,9.0,5.0,23,Transient,66.76104666409348,0,1,Check-Out,2023-03-27,31.181552400188952,121.57217553668112,2023-04-27,3,2,0,0,0.0,5,1,six_months,277.36235236957344,0.240699742029651,False,False,True,False,False,False,False,False,True,0,spring,False,True,False,False,0,0.0
City Hotel,1,206,2022,August,8,49,29,4,12,4,0,0,BB,ITA,Offline TA,Corporate,0,1,3,G,G,1,No Deposit,17.0,5.0,20,Group,299.44124234683113,1,3,Canceled,2023-07-17,31.148312342994767,121.49063960000387,2022-08-29,0,3,0,16,0.25,4,0,six_months,272.03898069668134,1.1007291733705724,False,True,False,False,False,False,False,True,False,0,summer,False,False,True,False,1,4791.059877549298
Resort Hotel,1,318,2022,January,1,39,29,3,14,1,0,1,SC,FRA,Groups,Corporate,0,0,3,A,C,2,No Deposit,4.0,5.0,28,Transient,155.93922477045055,2,1,Canceled,2022-07-23,31.283164966133462,121.42004120839243,2022-01-29,5,1,1,17,0.17647058823529413,2,1,six_months,279.1492093590357,0.5586232005761653,False,False,True,False,False,False,True,False,False,0,winter,False,False,False,True,1,2650.9668210976592
City Hotel,0,214,2022,October,10,42,22,3,2,4,0,1,HB,GBR,Offline TA,TA/TO,1,0,2,G,C,0,Non Refund,11.0,5.0,27,Transient,195.73481429560485,2,1,Check-Out,2022-04-09,31.192731063900894,121.4205669730469,2022-10-22,5,4,1,5,0.6,5,1,six_months,289.2942120238467,0.676594297985714,False,False,True,False,False,False,False,True,False,1,autumn,True,False,False,False,0,978.6740714780242
City Hotel,0,15,2022,January,1,29,24,3,8,4,2,1,HB,FRA,Online TA,Direct,0,2,4,G,B,0,No Deposit,7.0,5.0,8,Transient,194.75415625249215,2,1,Check-Out,2022-07-18,31.104943983137527,121.50153720219164,2022-01-24,0,1,0,11,0.2727272727272727,7,1,one_week,269.8322521451995,0.7217601109732907,False,False,True,False,False,False,False,False,True,0,winter,False,False,False,True,1,2142.2957187774136
City Hotel,0,30,2023,March,3,6,10,0,2,2,2,1,FB,CHN,Offline TA,Corporate,1,0,1,B,F,2,No Deposit,20.0,5.0,9,Group,401.21231590454914,2,2,Check-Out,2022-09-23,31.23018060344228,121.57463757124356,2023-03-10,4,1,0,2,0.0,5,1,one_week,272.9333938998365,1.4700008312349993,False,True,False,False,False,False,False,True,False,1,spring,False,True,False,False,0,802.4246318090983
City Hotel,0,192,2023,September,9,6,10,4,13,4,2,1,HB,DEU,Offline TA,TA/TO,0,1,1,F,H,4,No Deposit,19.0,5.0,5,Contract,360.7533586362704,0,4,Check-Out,2022-07-05,31.21359688776004,121.54643807854563,2023-09-10,6,3,1,17,0.23529411764705882,7,1,six_months,273.82474692349155,1.3174607579827957,True,False,False,False,False,False,False,True,False,0,autumn,True,False,False,False,0,6132.807096816597
City Hotel,0,191,2022,June,6,25,12,0,4,4,2,0,HB,FRA,Offline TA,TA/TO,0,1,3,H,H,3,No Deposit,20.0,5.0,2,Transient,499.294121241633,2,0,Check-Out,2023-05-12,31.161813036969143,121.49018260715953,2022-06-12,6,2,1,4,0.0,6,1,six_months,278.5631512174122,1.7923911294783754,False,False,True,False,False,False,False,True,False,0,summer,False,False,True,False,1,1997.176484966532
City Hotel,0,263,2022,February,2,31,17,2,11,4,1,1,FB,ITA,Corporate,TA/TO,0,0,0,C,B,2,No Deposit,11.0,5.0,26,Transient,300.6039426737439,2,4,Check-Out,2023-10-03,31.2466292187088,121.55768824669138,2022-02-17,3,1,0,13,0.15384615384615385,6,1,six_months,292.99685199897476,1.0259630457558493,False,False,True,False,True,False,False,False,False,0,winter,False,False,False,True,1,3907.851254758671
City Hotel,0,42,2022,July,7,18,26,4,7,2,2,0,HB,ESP,Corporate,TA/TO,0,0,0,C,F,0,Refundable,3.0,5.0,18,Transient-Party,428.55544578198777,2,0,Check-Out,2023-09-14,31.18372251090165,121.51310922326356,2022-07-26,1,3,0,11,0.36363636363636365,4,1,one_month,274.8043908521611,1.5594927157206213,False,False,False,True,True,False,False,False,False,0,summer,False,False,True,False,1,4714.109903601866
City Hotel,0,337,2022,January,1,25,27,2,11,3,2,1,FB,FRA,Offline TA,Corporate,0,2,0,A,A,1,Refundable,10.0,5.0,6,Transient-Party,72.55631146788612,1,3,Check-Out,2022-10-21,31.27879238644949,121.43764154072836,2022-01-27,3,1,0,13,0.15384615384615385,6,1,six_months,269.8322521451995,0.26889414030774506,False,False,False,True,False,False,False,True,False,0,winter,False,False,False,True,1,943.2320490825196
City Hotel,1,10,2022,November,11,13,11,4,9,2,0,0,BB,GBR,Corporate,Corporate,1,2,0,F,C,3,No Deposit,3.0,5.0,22,Contract,351.78773834829354,0,4,Canceled,2022-01-14,31.204863744077148,121.54239272388637,2022-11-11,4,4,0,13,0.3076923076923077,2,0,one_week,259.72367910568494,1.3544692557860563,True,False,False,False,True,False,False,False,False,1,autumn,True,False,False,False,0,4573.2405985278165
Resort Hotel,0,8,2022,February,2,19,3,3,8,2,3,1,HB,CHN,Online TA,TA/TO,0,0,3,C,B,1,No Deposit,17.0,5.0,18,Transient,219.67094553241955,2,1,Check-Out,2022-02-03,31.229099858067524,121.48374839572584,2022-02-03,3,1,0,11,0.2727272727272727,6,1,one_week,288.53454791817074,0.7613332514854301,False,False,True,False,False,False,False,False,True,0,winter,False,False,False,True,1,2416.380400856615
City Hotel,0,1,2023,March,3,5,24,3,11,4,3,0,HB,ESP,Direct,Direct,0,2,4,F,E,4,No Deposit,12.0,5.0,19,Transient,282.0374160490915,1,3,Check-Out,2023-10-24,31.10396696849607,121.42086344080126,2023-03-24,4,1,0,14,0.21428571428571427,7,1,last_minute,272.9333938998365,1.033356204673863,False,False,True,False,False,True,False,False,False,0,spring,False,True,False,False,0,3948.5238246872814
Resort Hotel,0,41,2022,December,12,20,28,4,1,3,3,0,FB,FRA,Offline TA,TA/TO,0,1,2,B,D,0,No Deposit,10.0,5.0,19,Transient,218.9705195543461,2,4,Check-Out,2022-07-26,31.18711082514704,121.54322350169082,2022-12-28,2,4,0,5,0.8,6,1,one_month,281.1258555305912,0.7789056582542564,False,False,True,False,False,False,False,True,False,0,winter,False,False,False,True,1,1094.8525977717306
City Hotel,0,139,2022,October,10,48,25,2,7,4,0,1,BB,USA,Groups,TA/TO,0,1,2,G,H,3,Refundable,18.0,8.0,14,Transient,171.61731280980644,2,4,Check-Out,2023-12-20,31.13184624503409,121.5723248102674,2022-10-25,1,4,0,9,0.2222222222222222,5,1,three_months,289.2942120238467,0.5932276059351644,False,False,True,False,False,False,True,False,False,0,autumn,True,False,False,False,0,1544.555815288258
City Hotel,0,263,2023,August,8,34,19,1,7,1,2,1,FB,CHN,Groups,Corporate,0,2,1,C,A,1,No Deposit,8.0,5.0,5,Transient,255.0082452856408,2,0,No-Show,2022-01-14,31.12315423000779,121.41998235449095,2023-08-19,5,3,1,8,0.125,4,1,six_months,272.03898069668134,0.9373959740349509,False,False,True,False,False,False,True,False,False,0,summer,False,False,True,False,1,2040.0659622851265
Resort Hotel,0,110,2022,July,7,15,22,4,10,4,0,0,BB,USA,Offline TA,Direct,0,1,1,H,B,2,No Deposit,2.0,5.0,6,Transient,209.237860616656,2,0,Check-Out,2022-01-02,31.204087209557905,121.4493329954686,2022-07-22,4,3,0,14,0.2857142857142857,4,0,three_months,268.8445055347299,0.7782857983297198,False,False,True,False,False,False,False,True,False,0,summer,False,False,True,False,1,2929.330048633184
City Hotel,1,181,2022,December,12,7,5,1,8,4,0,1,HB,ITA,Groups,Direct,0,0,0,F,G,3,No Deposit,13.0,5.0,5,Contract,239.40634960350516,2,1,Canceled,2022-09-27,31.182644785486445,121.40937685854148,2022-12-05,0,4,0,9,0.1111111111111111,5,1,six_months,300.80748627597126,0.7958789608841897,True,False,False,False,False,False,True,False,False,0,winter,False,False,False,True,1,2154.6571464315466
Resort Hotel,1,294,2023,March,3,7,18,0,14,2,2,1,FB,DEU,Groups,Corporate,0,2,3,F,A,1,No Deposit,7.0,5.0,22,Group,148.48018983674137,2,0,Canceled,2023-05-12,31.18625145724867,121.45414916689391,2023-03-18,5,1,1,14,0.0,5,1,six_months,295.855907985199,0.5018665702770739,False,True,False,False,False,False,True,False,False,0,spring,False,True,False,False,0,2078.7226577143792
City Hotel,0,50,2022,December,12,27,16,4,11,1,2,1,FB,FRA,Offline TA,Corporate,0,2,2,D,A,1,Refundable,5.0,5.0,17,Contract,63.85260111611985,0,1,Check-Out,2022-02-25,31.18850110201152,121.42775099731072,2022-12-16,4,4,0,15,0.26666666666666666,4,1,one_month,300.80748627597126,0.2122706515938877,True,False,False,False,False,False,False,True,False,0,winter,False,False,False,True,1,957.7890167417977
City Hotel,1,132,2022,January,1,34,5,2,3,4,0,0,HB,PRT,Direct,Direct,0,2,0,E,E,4,No Deposit,17.0,5.0,24,Transient,474.01182197786505,1,4,Canceled,2023-03-28,31.23051578457633,121.5857185247868,2022-01-05,2,1,0,5,0.4,4,0,three_months,269.8322521451995,1.756690752159584,False,False,True,False,False,True,False,False,False,0,winter,False,False,False,True,1,2370.059109889325
City Hotel,0,125,2022,May,5,1,4,1,14,4,2,0,BB,ESP,Groups,TA/TO,0,2,3,A,C,2,No Deposit,2.0,5.0,19,Transient,279.7016110340628,1,0,Check-Out,2022-11-15,31.27770372038444,121.46099506095996,2022-05-04,2,2,0,15,0.06666666666666667,6,1,three_months,280.51644474451695,0.9970952372820914,False,False,True,False,False,False,True,False,False,0,spring,False,True,False,False,0,4195.524165510942
City Hotel,1,41,2022,May,5,29,10,1,8,4,0,0,HB,ITA,Offline TA,Direct,0,1,0,F,B,4,No Deposit,11.0,5.0,17,Transient,253.04738836329565,0,1,Canceled,2023-04-22,31.27663559943185,121.55483937485822,2022-05-10,1,2,0,9,0.1111111111111111,4,0,one_month,280.51644474451695,0.9020768411412066,False,False,True,False,False,False,False,True,False,0,spring,False,True,False,False,0,2277.426495269661
