hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_month_num,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,latitude,longitude,arrival_date,arrival_dayofweek,arrival_quarter,arrival_is_weekend,total_nights,weekend_ratio,total_guests,has_children
City Hotel,0,133,2023,May,5,51,19,3,3,2,3,0,BB,DEU,Groups,Direct,0,2,3,F,B,1,Refundable,3.0,5.0,0,Transient,204.51453553550417,2,0,Check-Out,2023-07-06,31.18958456151256,121.41868709058411,2023-05-19,4,2,0,6,0.5,5,1
City Hotel,0,132,2023,February,2,45,17,1,3,4,1,1,BB,USA,Online TA,Corporate,0,1,2,B,F,3,No Deposit,8.0,5.0,6,Transient,52.50986866035999,2,4,Check-Out,2023-10-03,31.28595338536705,121.51692915636396,2023-02-17,4,1,0,4,0.25,6,1
City Hotel,0,125,2022,May,5,51,25,3,7,1,3,0,BB,GBR,Offline TA,TA/TO,0,1,1,D,C,0,No Deposit,14.0,5.0,9,Transient,446.1826425390469,0,4,Check-Out,2023-12-14,31.11843032688217,121.48596028369585,2022-05-25,2,2,0,10,0.3,4,1
Resort Hotel,1,210,2022,October,10,18,14,0,7,1,3,1,BB,PRT,Corporate,Direct,0,0,3,F,F,2,No Deposit,13.0,10.0,17,Transient,196.5481397871928,2,2,Canceled,2023-12-05,31.116874257449,121.51689309065772,2022-10-14,4,4,0,7,0.0,5,1
Resort Hotel,1,305,2022,August,8,30,24,0,1,1,1,0,BB,DEU,Groups,TA/TO,0,2,2,C,A,3,No Deposit,2.0,5.0,20,Transient,241.2569138839572,0,2,Canceled,2023-11-24,31.14764830568158,121.5898410406843,2022-08-24,2,3,0,1,0.0,2,1
City Hotel,0,275,2023,October,10,51,20,3,5,3,0,1,HB,FRA,Online TA,Direct,0,0,4,A,B,3,No Deposit,18.0,5.0,11,Transient-Party,286.7125183565069,0,4,Check-Out,2023-05-03,31.29702090395523,121.56149140389886,2023-10-20,4,4,0,8,0.375,4,1
Resort Hotel,1,61,2022,November,11,33,27,2,4,4,0,0,SC,USA,Offline TA,Corporate,0,2,3,G,A,1,No Deposit,11.0,5.0,4,Transient-Party,63.350966448783126,0,0,Canceled,2023-09-19,31.21920058197656,121.4618434077209,2022-11-27,6,4,1,6,0.3333333333333333,4,0
City Hotel,0,14,2022,February,2,36,10,3,1,4,2,1,FB,GBR,Groups,Corporate,0,1,4,A,C,2,No Deposit,5.0,5.0,26,Transient,189.3801859205847,2,4,Check-Out,2022-09-21,31.277135044316545,121.54812817479372,2022-02-10,3,1,0,4,0.75,7,1
Resort Hotel,0,217,2023,September,9,1,30,0,11,1,3,0,BB,ITA,Corporate,TA/TO,1,0,2,H,G,0,Refundable,9.0,8.0,5,Transient,290.4388493987849,2,4,Check-Out,2022-09-17,31.24314277549207,121.41523258714103,2023-09-30,5,3,1,11,0.0,4,1
Resort Hotel,1,24,2022,May,5,52,9,4,1,4,2,1,SC,PRT,Online TA,TA/TO,0,2,1,F,E,0,No Deposit,18.0,5.0,10,Transient-Party,395.96079011617593,1,4,Canceled,2022-06-06,31.143645513465756,121.40651817075089,2022-05-09,0,2,0,5,0.8,7,1
City Hotel,0,243,2023,December,12,8,18,2,11,4,2,0,HB,DEU,Groups,Corporate,0,1,2,E,A,0,Refundable,10.0,5.0,7,Transient,342.4097325602814,1,4,Check-Out,2023-03-11,31.297281409363183,121.4744300004826,2023-12-18,0,4,0,13,0.15384615384615385,6,1
Resort Hotel,0,116,2022,August,8,13,6,2,12,2,1,1,BB,FRA,Online TA,TA/TO,0,1,1,C,C,1,No Deposit,12.0,5.0,24,Transient,428.9215104751202,1,3,Check-Out,2023-05-13,31.1675478147944,121.55953834233,2022-08-06,5,3,1,14,0.14285714285714285,4,1
City Hotel,1,221,2022,December,12,33,2,4,8,3,3,0,HB,ESP,Groups,TA/TO,0,0,2,A,E,2,No Deposit,11.0,10.0,29,Transient,105.5207683986172,0,0,Canceled,2022-10-24,31.15420355823668,121.40636798275042,2022-12-02,4,4,0,12,0.3333333333333333,6,1
City Hotel,0,334,2022,November,11,33,30,1,13,4,2,1,SC,DEU,Offline TA,Corporate,0,2,4,C,A,3,No Deposit,18.0,5.0,28,Transient,309.18058529983296,2,2,Check-Out,2022-09-30,31.11338215819724,121.44130805870432,2022-11-30,2,4,0,14,0.07142857142857142,7,1
City Hotel,0,273,2023,November,11,45,18,2,0,3,2,0,FB,ITA,Groups,Corporate,0,2,1,A,A,1,Refundable,3.0,5.0,21,Transient-Party,79.50923132620662,2,3,Check-Out,2022-07-10,31.171671669386445,121.55732735934728,2023-11-18,5,4,1,2,1.0,5,1
Resort Hotel,0,66,2022,July,7,30,16,3,8,4,2,0,HB,DEU,Groups,TA/TO,1,0,2,H,A,2,No Deposit,4.0,5.0,9,Group,178.60298406618557,1,2,Check-Out,2022-09-07,31.17479164623516,121.48753890444824,2022-07-16,5,3,1,11,0.2727272727272727,6,1
City Hotel,0,347,2023,September,9,39,2,0,13,4,1,1,SC,PRT,Online TA,TA/TO,0,0,4,F,B,0,No Deposit,1.0,5.0,12,Transient,52.93691252062771,2,4,Check-Out,2023-03-23,31.19245688275348,121.4846595606062,2023-09-02,5,3,1,13,0.0,6,1
Resort Hotel,0,350,2022,February,2,17,8,3,5,1,2,0,SC,PRT,Online TA,Corporate,1,1,3,B,G,3,No Deposit,10.0,5.0,23,Transient,108.5741064169321,2,4,Check-Out,2022-01-12,31.2610402497876,121.49229883687627,2022-02-08,1,1,0,8,0.375,3,1
City Hotel,0,331,2023,March,3,45,11,2,2,4,2,0,HB,USA,Groups,Direct,0,1,2,F,F,0,Refundable,8.0,5.0,19,Transient,298.03860650324805,1,3,Check-Out,2022-07-25,31.17223475708389,121.57563524743703,2023-03-11,5,1,1,4,0.5,6,1
City Hotel,0,251,2022,April,4,44,16,0,14,3,3,1,BB,FRA,Offline TA,Corporate,0,2,4,G,C,1,No Deposit,19.0,5.0,21,Transient,92.46700495266955,2,1,Check-Out,2023-04-28,31.181123772822563,121.5916861686239,2022-04-16,5,2,1,14,0.0,7,1
Resort Hotel,0,173,2023,June,6,44,5,3,14,3,2,1,FB,ESP,Online TA,TA/TO,0,2,2,E,G,0,No Deposit,19.0,5.0,23,Transient,318.42928251990713,2,2,Check-Out,2023-12-15,31.29458274813415,121.5189181633294,2023-06-05,0,2,0,17,0.17647058823529413,6,1
Resort Hotel,0,295,2023,October,10,13,30,0,1,4,0,1,SC,DEU,Corporate,Direct,0,0,4,B,G,3,No Deposit,18.0,5.0,8,Contract,413.0422525524788,2,4,Check-Out,2022-10-08,31.101065619098108,121.55566658382033,2023-10-30,0,4,0,1,0.0,5,1
City Hotel,0,317,2023,April,4,16,4,3,10,3,1,1,BB,GBR,Offline TA,TA/TO,0,0,0,A,A,2,No Deposit,8.0,5.0,19,Transient,424.5050500001198,1,3,Check-Out,2022-11-07,31.213445287460644,121.48951859392923,2023-04-04,1,2,0,13,0.23076923076923078,5,1
Resort Hotel,0,3,2022,September,9,20,16,3,12,4,0,0,HB,ESP,Offline TA,Corporate,0,2,0,H,H,2,No Deposit,17.0,3.0,19,Transient,139.82570566017012,2,2,Check-Out,2022-08-10,31.29768877084866,121.59787293853674,2022-09-16,4,3,0,15,0.2,4,0
Resort Hotel,0,353,2022,October,10,17,29,1,0,2,2,1,BB,USA,Groups,Direct,0,0,3,F,F,4,No Deposit,16.0,5.0,14,Contract,182.86132491468837,2,2,Check-Out,2022-02-02,31.28361386779282,121.47029698933856,2022-10-29,5,4,1,1,1.0,5,1
City Hotel,0,170,2023,September,9,16,20,2,7,1,2,0,HB,DEU,Corporate,TA/TO,0,1,4,C,H,0,No Deposit,13.0,5.0,9,Transient,394.3421662317908,0,3,Check-Out,2022-01-18,31.17672566431923,121.4459079879196,2023-09-20,2,3,0,9,0.2222222222222222,3,1
City Hotel,0,261,2022,September,9,6,7,3,11,2,2,0,BB,DEU,Groups,TA/TO,0,2,3,F,C,3,No Deposit,1.0,5.0,21,Transient,434.7048901868097,2,0,Check-Out,2023-07-08,31.246992744118376,121.50341905878015,2022-09-07,2,3,0,14,0.21428571428571427,4,1
Resort Hotel,0,129,2023,March,3,33,13,0,13,2,2,0,SC,ESP,Direct,Corporate,0,1,0,C,E,2,No Deposit,6.0,5.0,26,Transient,401.0904955804425,1,2,Check-Out,2022-03-05,31.259033931601472,121.55180858359476,2023-03-13,0,1,0,13,0.0,4,1
City Hotel,0,58,2023,September,9,51,29,4,13,2,1,1,BB,ITA,Corporate,TA/TO,0,1,1,C,D,2,No Deposit,2.0,5.0,20,Transient,444.8687941064033,2,4,Check-Out,2023-03-31,31.261387122133065,121.49905069988174,2023-09-29,4,3,0,17,0.23529411764705882,4,1
Resort Hotel,0,143,2023,November,11,21,24,3,13,1,3,0,HB,USA,Offline TA,Corporate,0,0,4,C,H,1,No Deposit,15.0,5.0,17,Transient,334.7751909991725,0,1,Check-Out,2022-06-13,31.24519211215539,121.50485026515754,2023-11-24,4,4,0,16,0.1875,4,1
City Hotel,0,23,2022,April,4,24,11,0,13,4,1,0,HB,CHN,Groups,Corporate,0,1,2,D,D,4,No Deposit,13.0,5.0,0,Contract,326.7613058605855,2,1,Check-Out,2022-06-11,31.17873687891364,121.58582466957292,2022-04-11,0,2,0,13,0.0,5,1
City Hotel,1,59,2023,January,1,29,14,4,10,3,0,0,HB,PRT,Direct,Corporate,0,0,1,B,F,3,No Deposit,8.0,5.0,4,Transient-Party,304.1177274492936,2,4,Canceled,2022-03-06,31.22289129771403,121.46039788284352,2023-01-14,5,1,1,14,0.2857142857142857,3,0
City Hotel,0,350,2022,January,1,20,18,3,11,2,3,1,HB,GBR,Corporate,TA/TO,0,2,2,D,E,1,Refundable,13.0,5.0,13,Transient,130.49528079656736,0,3,Check-Out,2023-05-02,31.24753989367899,121.4826538927407,2022-01-18,1,1,0,14,0.21428571428571427,6,1
City Hotel,0,105,2022,June,6,13,16,4,11,3,3,1,FB,FRA,Online TA,TA/TO,0,1,3,D,D,1,No Deposit,11.0,10.0,1,Transient-Party,69.60109477389874,1,3,No-Show,2022-04-01,31.119630861314096,121.41897865804148,2022-06-16,3,2,0,15,0.26666666666666666,7,1
City Hotel,1,60,2022,January,1,49,29,2,12,3,0,0,BB,ESP,Online TA,Direct,0,0,4,C,B,2,No Deposit,16.0,5.0,21,Transient,81.21300931996664,2,4,Canceled,2023-08-27,31.19638843995888,121.58891352929454,2022-01-29,5,1,1,14,0.14285714285714285,3,0
City Hotel,0,38,2022,August,8,35,10,3,1,3,1,0,FB,FRA,Direct,Corporate,0,0,2,C,D,2,Refundable,19.0,5.0,25,Transient,249.60445192794347,1,0,Check-Out,2023-12-27,31.15666317059615,121.56914270001778,2022-08-10,2,3,0,4,0.75,4,1
Resort Hotel,0,237,2023,November,11,30,7,1,5,3,0,0,FB,PRT,Online TA,Direct,0,1,4,F,F,0,No Deposit,15.0,5.0,11,Transient-Party,438.9699678582863,1,3,Check-Out,2022-06-17,31.29330285237829,121.43297865608712,2023-11-07,1,4,0,6,0.16666666666666666,3,0
City Hotel,0,130,2022,April,4,21,10,1,2,2,2,0,SC,ESP,Corporate,TA/TO,0,0,3,H,B,2,Refundable,9.0,5.0,5,Transient-Party,137.6141440493109,2,0,Check-Out,2023-06-25,31.189757967825035,121.47372750811728,2022-04-10,6,2,1,3,0.3333333333333333,4,1
Resort Hotel,0,164,2023,December,12,8,10,3,5,1,0,0,BB,ITA,Offline TA,Direct,0,0,1,F,D,3,No Deposit,11.0,5.0,17,Transient,454.9777337148784,2,4,Check-Out,2023-12-18,31.10831673142081,121.56760186381504,2023-12-10,6,4,1,8,0.375,1,0
Resort Hotel,1,17,2023,November,11,10,7,4,3,2,3,0,SC,FRA,Online TA,Direct,0,2,0,G,F,0,No Deposit,6.0,5.0,28,Transient,285.6530406473588,1,0,Canceled,2022-08-07,31.16746471285711,121.58648802278763,2023-11-07,1,4,0,7,0.5714285714285714,5,1
City Hotel,0,311,2023,October,10,50,6,3,9,3,0,0,BB,PRT,Online TA,TA/TO,0,0,4,A,C,4,Refundable,3.0,5.0,12,Transient,402.81820486466216,0,1,Check-Out,2022-04-15,31.18492959541036,121.58499412589494,2023-10-06,4,4,0,12,0.25,3,0
Resort Hotel,0,64,2022,May,5,43,10,4,1,2,1,1,FB,FRA,Corporate,Corporate,0,0,2,F,E,1,Refundable,16.0,5.0,23,Transient,495.50293297323645,2,2,Check-Out,2022-05-14,31.16022059320756,121.40977741050784,2022-05-10,1,2,0,5,0.8,4,1
City Hotel,0,189,2023,November,11,14,2,1,7,1,1,0,FB,GBR,Groups,TA/TO,0,0,1,H,B,4,No Deposit,17.0,5.0,26,Transient,446.78394992716073,2,1,Check-Out,2022-10-20,31.11584990482261,121.4848160119835,2023-11-02,3,4,0,8,0.125,2,1
City Hotel,1,54,2022,July,7,13,19,3,10,3,2,1,HB,PRT,Corporate,TA/TO,0,0,3,E,D,2,No Deposit,3.0,5.0,7,Transient,449.0861483241103,2,2,Canceled,2023-05-25,31.227064815547696,121.52826303487814,2022-07-19,1,3,0,13,0.23076923076923078,6,1
City Hotel,0,92,2023,January,1,20,27,0,12,4,1,1,FB,PRT,Direct,TA/TO,0,1,2,G,E,0,Refundable,18.0,5.0,5,Transient,159.99631850457845,1,2,Check-Out,2022-07-16,31.25093778420588,121.47399218005133,2023-01-27,4,1,0,12,0.0,6,1
City Hotel,0,218,2023,June,6,23,30,3,1,3,2,0,HB,PRT,Offline TA,Direct,0,2,2,F,H,1,No Deposit,14.0,5.0,17,Transient,377.1432360236234,1,2,Check-Out,2022-12-26,31.173520622572312,121.49828570672288,2023-06-30,4,2,0,4,0.75,5,1
Resort Hotel,0,162,2022,May,5,51,14,1,3,1,3,0,FB,CHN,Direct,Corporate,0,0,1,F,B,1,Non Refund,11.0,5.0,9,Transient,274.8421780882493,1,3,Check-Out,2023-09-26,31.15342608316355,121.5380852141057,2022-05-14,5,2,1,4,0.25,4,1
City Hotel,0,29,2022,February,2,30,26,2,12,2,0,0,HB,USA,Direct,Corporate,0,2,4,C,B,2,No Deposit,5.0,5.0,12,Group,106.20908480649246,1,2,Check-Out,2022-06-11,31.2038976223716,121.41629899751976,2022-02-26,5,1,1,14,0.14285714285714285,2,0
City Hotel,0,329,2023,August,8,37,18,4,6,1,0,0,FB,CHN,Groups,Corporate,0,0,0,F,D,4,No Deposit,16.0,5.0,14,Transient,109.60436780517406,1,3,Check-Out,2023-03-26,31.21107910383453,121.46758394161816,2023-08-18,4,3,0,10,0.4,1,0
Resort Hotel,1,45,2023,January,1,22,8,3,3,4,2,1,BB,USA,Online TA,TA/TO,0,1,1,F,D,4,No Deposit,6.0,5.0,14,Transient,232.6723123109097,0,0,Canceled,2022-11-13,31.106724313961863,121.43866066696556,2023-01-08,6,1,1,6,0.5,7,1
City Hotel,0,324,2022,August,8,23,29,3,4,3,0,0,FB,PRT,Groups,Corporate,0,2,2,F,B,0,No Deposit,11.0,1.0,24,Transient,474.10290534288174,1,3,Check-Out,2023-07-07,31.227448961077247,121.50175659591848,2022-08-29,0,3,0,7,0.42857142857142855,3,0
City Hotel,0,132,2023,May,5,50,30,0,13,2,1,0,HB,DEU,Offline TA,Corporate,0,1,2,E,C,0,No Deposit,16.0,5.0,17,Transient,450.1288200580345,2,4,Check-Out,2023-07-06,31.14517608296594,121.51573174958038,2023-05-30,1,2,0,13,0.0,3,1
Resort Hotel,0,343,2022,January,1,45,8,1,12,2,1,0,SC,ESP,Corporate,Corporate,0,1,1,B,F,4,No Deposit,9.0,5.0,14,Transient-Party,362.0588793761157,0,3,Check-Out,2022-10-27,31.18865270419878,121.50061197001324,2022-01-08,5,1,1,13,0.07692307692307693,3,1
City Hotel,0,185,2023,May,5,39,23,1,2,2,1,1,BB,ITA,Offline TA,Corporate,0,1,1,C,A,4,No Deposit,18.0,5.0,3,Transient,407.67331976349726,0,3,Check-Out,2022-02-10,31.15041000575995,121.52510205134996,2023-05-23,1,2,0,3,0.3333333333333333,4,1
City Hotel,0,364,2022,April,4,49,29,3,3,3,1,1,SC,GBR,Offline TA,Direct,1,2,3,F,G,2,Non Refund,6.0,5.0,14,Transient,203.02664736401704,1,0,Check-Out,2023-08-06,31.27671570887648,121.41334601494118,2022-04-29,4,2,0,6,0.5,5,1
Resort Hotel,0,162,2022,January,1,15,22,2,14,2,3,0,SC,PRT,Corporate,Corporate,0,0,4,H,B,2,Refundable,3.0,4.0,20,Transient,345.54858459830933,2,1,Check-Out,2022-07-29,31.212781428304428,121.5388978749678,2022-01-22,5,1,1,16,0.125,5,1
City Hotel,1,287,2023,October,10,40,25,4,7,2,0,0,BB,GBR,Groups,Direct,0,2,0,H,F,1,No Deposit,12.0,5.0,1,Transient,384.7461705735757,1,0,Canceled,2023-09-10,31.11300124531462,121.56325664050266,2023-10-25,2,4,0,11,0.36363636363636365,2,0
City Hotel,1,80,2023,July,7,33,9,0,3,4,2,0,HB,GBR,Direct,TA/TO,0,0,4,H,H,2,No Deposit,15.0,5.0,17,Transient,379.38798995783736,0,1,Canceled,2022-10-11,31.109258008889267,121.56632935950128,2023-07-09,6,3,1,3,0.0,6,1
City Hotel,0,90,2022,November,11,16,4,1,0,1,3,1,HB,CHN,Online TA,Direct,0,0,2,C,F,2,Refundable,10.0,5.0,16,Contract,296.0723698009116,0,2,Check-Out,2022-07-04,31.29199732024871,121.4330567476244,2022-11-04,4,4,0,1,1.0,5,1
Resort Hotel,0,52,2023,March,3,32,29,2,7,2,1,0,SC,CHN,Groups,Corporate,1,1,0,B,D,2,No Deposit,8.0,5.0,15,Transient,353.7567095736125,0,4,Check-Out,2023-11-02,31.22638075565029,121.5397599160623,2023-03-29,2,1,0,9,0.2222222222222222,3,1
Resort Hotel,0,187,2022,December,12,52,10,1,10,1,0,1,BB,CHN,Direct,Direct,0,2,0,D,G,4,No Deposit,15.0,5.0,15,Transient,249.2730066159576,0,3,Check-Out,2023-03-09,31.156637963748327,121.58465026725698,2022-12-10,5,4,1,11,0.09090909090909091,2,1
City Hotel,0,234,2023,October,10,9,26,0,8,3,3,1,SC,CHN,Direct,Direct,0,1,1,H,G,2,No Deposit,7.0,5.0,13,Transient,400.927826007189,0,2,Check-Out,2023-11-11,31.14123603410345,121.40930950802982,2023-10-26,3,4,0,8,0.0,7,1
Resort Hotel,1,285,2023,April,4,51,14,0,13,4,1,1,FB,USA,Groups,Corporate,0,0,2,E,H,2,No Deposit,12.0,5.0,1,Transient,307.58482214920883,2,2,Canceled,2022-01-09,31.25244263183016,121.49657215942447,2023-04-14,4,2,0,13,0.0,6,1
City Hotel,0,170,2022,June,6,16,23,3,8,4,2,0,SC,ITA,Offline TA,TA/TO,0,0,4,A,F,3,Non Refund,11.0,5.0,14,Transient-Party,109.30997703854378,1,4,Check-Out,2023-05-12,31.10631589397313,121.50684855131676,2022-06-23,3,2,0,11,0.2727272727272727,6,1
Resort Hotel,0,103,2022,May,5,25,12,3,7,3,0,1,FB,PRT,Groups,TA/TO,0,2,1,A,A,0,No Deposit,12.0,5.0,6,Transient,239.32422349573287,1,4,Check-Out,2023-09-05,31.28475253190916,121.51502860676894,2022-05-12,3,2,0,10,0.3,4,1
Resort Hotel,0,281,2022,March,3,41,18,0,4,3,2,1,SC,CHN,Groups,Corporate,0,1,4,D,F,1,No Deposit,11.0,5.0,9,Transient,481.0196779364737,1,4,Check-Out,2023-08-18,31.2505842263575,121.53792061007614,2022-03-18,4,1,0,4,0.0,6,1
Resort Hotel,1,320,2023,September,9,21,3,0,7,1,1,1,SC,USA,Offline TA,Direct,0,0,2,A,E,4,No Deposit,5.0,5.0,29,Group,474.31929380288335,1,0,Canceled,2023-06-30,31.13116016512033,121.51614192685454,2023-09-03,6,3,1,7,0.0,3,1
Resort Hotel,1,170,2023,August,8,11,18,1,14,2,3,1,BB,ESP,Online TA,Corporate,0,2,1,H,F,2,No Deposit,7.0,6.0,10,Transient,494.196330905573,1,1,Canceled,2022-05-12,31.181868304474733,121.54345821162212,2023-08-18,4,3,0,15,0.06666666666666667,6,1
Resort Hotel,1,191,2023,June,6,25,17,0,9,3,0,0,FB,FRA,Corporate,Direct,0,1,3,E,D,2,Non Refund,3.0,5.0,24,Transient,159.17957906363702,1,3,Canceled,2022-10-11,31.23468922381556,121.54217435470484,2023-06-17,5,2,1,9,0.0,3,0
City Hotel,0,263,2022,May,5,9,22,2,0,4,0,1,HB,ITA,Offline TA,Direct,0,1,1,E,C,3,No Deposit,11.0,5.0,5,Group,448.8269590648192,0,1,Check-Out,2023-02-13,31.13623109304616,121.45323002390565,2022-05-22,6,2,1,2,1.0,5,1
Resort Hotel,0,351,2023,November,11,2,14,1,9,1,3,1,SC,CHN,Groups,TA/TO,0,1,4,A,E,3,Refundable,17.0,5.0,29,Contract,220.96094532891195,0,2,Check-Out,2022-02-13,31.27148537989851,121.51663966790969,2023-11-14,1,4,0,10,0.1,5,1
Resort Hotel,0,181,2023,November,11,35,21,4,11,3,1,0,HB,CHN,Groups,TA/TO,0,2,2,H,F,4,No Deposit,8.0,5.0,28,Transient,288.07689275033124,1,3,Check-Out,2022-07-19,31.21996416026841,121.56785081993024,2023-11-21,1,4,0,15,0.26666666666666666,4,1
City Hotel,1,103,2022,November,11,16,19,3,5,4,0,1,FB,PRT,Online TA,Direct,0,0,0,H,F,4,No Deposit,20.0,5.0,20,Transient-Party,201.514951367652,1,3,Canceled,2023-04-07,31.28445879605125,121.59574474342084,2022-11-19,5,4,1,8,0.375,5,1
City Hotel,0,166,2023,January,1,36,13,2,2,4,2,0,HB,ESP,Direct,Direct,0,0,2,D,A,0,No Deposit,14.0,5.0,15,Transient,151.15638664758572,1,2,Check-Out,2022-01-23,31.23079624218256,121.5661459188925,2023-01-13,4,1,0,4,0.5,6,1
City Hotel,1,63,2022,April,4,38,6,4,6,3,1,1,FB,USA,Online TA,TA/TO,0,2,3,E,E,0,No Deposit,20.0,10.0,14,Transient,124.77938549402118,2,1,Canceled,2022-04-25,31.29401460943257,121.43871770102356,2022-04-06,2,2,0,10,0.4,5,1
City Hotel,0,254,2023,December,12,4,3,0,0,1,1,0,FB,ITA,Direct,Corporate,0,0,3,G,F,3,No Deposit,6.0,5.0,2,Group,321.86279514743654,1,0,Check-Out,2022-03-29,31.142172596000407,121.50666467473292,2023-12-03,6,4,1,0,0.0,2,1
City Hotel,0,151,2022,November,11,2,17,0,3,4,3,1,SC,GBR,Groups,TA/TO,0,2,2,F,A,2,Non Refund,7.0,5.0,4,Transient,344.47494768998865,2,2,Check-Out,2023-05-05,31.196066331919024,121.43730604255752,2022-11-17,3,4,0,3,0.0,8,1
City Hotel,1,31,2023,October,10,47,10,2,10,3,3,1,HB,FRA,Direct,TA/TO,0,0,4,F,B,0,No Deposit,17.0,5.0,23,Transient,196.1112726060675,2,0,Canceled,2022-09-23,31.27545239302032,121.53710421670053,2023-10-10,1,4,0,12,0.16666666666666666,7,1
City Hotel,1,299,2023,December,12,52,2,3,6,3,3,1,BB,ITA,Offline TA,Direct,0,0,3,A,E,1,No Deposit,10.0,5.0,2,Transient,247.8760601276245,2,4,Canceled,2023-04-16,31.19015006808417,121.56093273453148,2023-12-02,5,4,1,9,0.3333333333333333,7,1
City Hotel,1,126,2023,January,1,51,23,2,13,2,2,0,FB,PRT,Groups,Direct,0,1,0,G,F,0,No Deposit,1.0,5.0,22,Transient,177.1297713869979,0,3,Canceled,2023-02-11,31.28496625606125,121.48392955072208,2023-01-23,0,1,0,15,0.13333333333333333,4,1
City Hotel,0,271,2023,February,2,7,2,3,8,4,1,0,FB,GBR,Online TA,TA/TO,1,0,3,E,H,1,No Deposit,6.0,5.0,17,Transient,169.39617738275325,2,2,Check-Out,2022-07-24,31.282055911899462,121.45338657201994,2023-02-02,3,1,0,11,0.2727272727272727,5,1
Resort Hotel,0,64,2023,September,9,18,11,0,11,1,1,0,HB,FRA,Offline TA,Corporate,0,0,1,F,C,3,No Deposit,16.0,5.0,8,Transient-Party,304.2386684109473,2,3,Check-Out,2022-06-05,31.102883777441797,121.59575987692656,2023-09-11,0,3,0,11,0.0,2,1
City Hotel,0,319,2022,August,8,31,6,1,8,1,3,1,BB,DEU,Groups,Corporate,0,0,1,C,G,0,No Deposit,15.0,5.0,1,Transient-Party,451.6486424962424,0,2,No-Show,2023-11-04,31.232622177233825,121.56208827211526,2022-08-06,5,3,1,9,0.1111111111111111,5,1
City Hotel,0,136,2022,May,5,52,11,0,3,4,1,0,BB,ESP,Direct,Direct,0,2,3,B,A,1,No Deposit,5.0,5.0,8,Transient,63.41032257395082,2,4,Check-Out,2022-10-25,31.296981459125103,121.58645247096447,2022-05-11,2,2,0,3,0.0,5,1
Resort Hotel,1,123,2023,February,2,31,13,2,13,3,1,0,FB,ITA,Corporate,Corporate,0,0,2,G,B,4,No Deposit,19.0,8.0,13,Transient,411.812602258979,2,2,Canceled,2022-05-18,31.230691594021405,121.40704307630668,2023-02-13,0,1,0,15,0.13333333333333333,4,1
City Hotel,0,128,2023,September,9,26,12,0,4,3,2,1,SC,CHN,Groups,Corporate,0,0,4,D,F,4,Refundable,5.0,2.0,4,Transient,58.27111399772264,2,4,No-Show,2022-11-16,31.21566667708084,121.4197443585395,2023-09-12,1,3,0,4,0.0,6,1
City Hotel,0,358,2022,February,2,16,17,0,4,3,0,1,FB,ESP,Offline TA,TA/TO,0,1,4,F,G,3,No Deposit,4.0,5.0,23,Transient,99.76808040267112,1,1,Check-Out,2023-11-22,31.185703615448897,121.44784499383864,2022-02-17,3,1,0,4,0.0,4,1
Resort Hotel,0,232,2023,September,9,33,13,1,6,3,1,0,BB,ITA,Corporate,Corporate,0,0,4,D,C,2,No Deposit,13.0,5.0,9,Transient,140.308221067518,1,0,Check-Out,2022-02-15,31.11782644120121,121.48085055782803,2023-09-13,2,3,0,7,0.14285714285714285,4,1
Resort Hotel,0,256,2023,April,4,41,27,0,0,4,1,0,HB,ESP,Online TA,Direct,0,2,1,A,A,1,No Deposit,9.0,5.0,23,Transient,66.76104666409348,0,1,Check-Out,2023-03-27,31.181552400188952,121.57217553668112,2023-04-27,3,2,0,0,0.0,5,1
City Hotel,1,206,2022,August,8,49,29,4,12,4,0,0,BB,ITA,Offline TA,Corporate,0,1,3,G,G,1,No Deposit,17.0,5.0,20,Group,299.44124234683113,1,3,Canceled,2023-07-17,31.148312342994767,121.49063960000387,2022-08-29,0,3,0,16,0.25,4,0
Resort Hotel,1,318,2022,January,1,39,29,3,14,1,0,1,SC,FRA,Groups,Corporate,0,0,3,A,C,2,No Deposit,4.0,5.0,28,Transient,155.93922477045055,2,1,Canceled,2022-07-23,31.283164966133462,121.42004120839243,2022-01-29,5,1,1,17,0.17647058823529413,2,1
City Hotel,0,214,2022,October,10,42,22,3,2,4,0,1,HB,GBR,Offline TA,TA/TO,1,0,2,G,C,0,Non Refund,11.0,5.0,27,Transient,195.73481429560485,2,1,Check-Out,2022-04-09,31.192731063900894,121.4205669730469,2022-10-22,5,4,1,5,0.6,5,1
City Hotel,0,15,2022,January,1,29,24,3,8,4,2,1,HB,FRA,Online TA,Direct,0,2,4,G,B,0,No Deposit,7.0,5.0,8,Transient,194.75415625249215,2,1,Check-Out,2022-07-18,31.104943983137527,121.50153720219164,2022-01-24,0,1,0,11,0.2727272727272727,7,1
